InsCode,InstrumentID,LatinSymbol,LatinName,CompanyCode,Symbol,Name,CIsin,DEven,Flow,LSoc30,CGdSVal,CGrValCot,YMarNSC,CComVal,CSecVal,CSoSecVal,YVal
44717433734548029,IRR1HPKO0101,HPKX1,Hepco-R,HPKO,تپکوح,ح . توليدتجهيزات‌سنگين‌هپكو,IRR1HPKO0106,20110622,1,توليدتجهيزات‌سنگين‌هپكو,A,N2,NO,5,29 ,2924,400
44718742270014054,IRO7SNJP0001,SNJP1,Sanandaj,SNJP,سنندج,توليد نيروي برق سنندج	,IRO7SNJP0009,20120710,2,توليد نيروي برق سنندج,A,P1,NO,7,40 ,4010,309
44723997362573824,IRR1MAGS0101,MAGX1,Magsal Agri.-R,MAGS,زمگساح,ح . كشاورزي‌ ودامپروي‌ مگسال‌,IRR1MAGS0108,20180910,1,كشاورزي‌ ودامپروي‌ مگسال‌,A,N2,NO,5,01 ,0121,400
44788216709873141,IRR7MASP0101,MASX1,Maskan Invsest. -R,MASP,ومسکنح,ح. گروه سرمايه گذاري بانك مسكن,IRR7MASP0101,20131211,4,گروه سرمايه گذاري بانك مسكن,A,P1,NO,7,56 ,5699,404
44802346787824971,IRO7SRJP0001,SRJP1,Sarooj Boushehr,SRJP,ساروج,بين المللي ساروج بوشهر,IRO7SRJP0005,20211211,4,بين المللي ساروج بوشهر,A,P1,NO,7,53 ,5394,309
44817366651685712,IRR1NCHN0101,NCHX1,Nam Chin-R,NCHN,چنمچیح,ح . نم چين,IRR1NCHN0109,20081126,1,نم چين,A,N4,NO,4,21 ,2109,400
44818950263583523,IRO3BDYZ0001,BDYZ1,Day Bank,BDYZ,دی,بانك دي,IRO3BDYZ0003,20230819,2,بانك دي,A,Z1,NO,3,57 ,5719,303
44834847569322522,IRO1CONT0001,CONT1,Iran Counter,CONT,آکنتور,كنتورسازي‌ايران‌,IRO1CONT0002,20220409,1,كنتورسازي‌ايران‌,A,N1,NO,3,33 ,3312,300
44846320603450383,IRO3FERZ0001,FERZ1,Ferrosil. Khomein,FERZ,فروسیل,فروسيليسيم خمين,IRO3FERZ0007,20230819,2,فروسيليسيم خمين,A,Z1,NO,3,27 ,2710,303
44850033148208596,IRO1CHCH0001,CHCH1,Chin Chin,CHCH,غچین,كشت‌ و صنعت‌ چين‌ چين,IRO1CHCH0008,20230819,1,كشت‌ و صنعت‌ چين‌ چين,A,N2,NO,5,42 ,4249,300
44891482026867833,IRO1SIPA0001,SIPA1,S*Saipa,SIPA,خساپا,سايپا,IRO1SIPA0001,20230819,1,سايپا,A,N2,NO,5,34 ,3410,300
44894482408367404,IRO3ZF660001,ZF661,Poly Nar,ZF66,پلینار,پلي نار,IRO3ZF660005,20180721,2,پلي نار,A,Z1,NO,5,44 ,4411,303
44895110556584998,IRB3SL0205B1,SL021,Solico2MRB270206,SL02,کاله51,مرابحه سوليكو كاله ملت051117,IRB3SL0205B9,20230607,2,سوليكو كاله ملت,A,17,NO,4,69 ,6911,306
44902394582885206,IRB4SG8304C1,G83Q1,SOV.GMR83.SP260311,SG83,اراد83,مرابحه عام دولت83-ش.خ041220,IRB4SG8304C8,20230607,2,مرابحه عام دولت83-ش.خاص0412,A,17,NO,4,69 ,6945,706
44907448892538613,IRO6MELZ01C1,TM491,Melli Mortgage2303,MELZ,تملی112,تسهيلات مسكن ب.ملي-اسفند1401,IRO6MELZ01C8,20230702,2,تسهيلات مسكن بانك ملي ايران,A,M1,NO,4,59 ,5910,307
44967158778304588,IRO1GSBE0001,GSBE1,S*Sabet Khorasan,GSBE,قثابت,قند ثابت‌ خراسان‌,IRO1GSBE0005,20230819,1,قند ثابت‌ خراسان‌,A,N2,NO,5,38 ,3842,300
44969149970836673,IRR1SGEN0101,SGEX1,Qayen Cement-R,SGEN,سقاینح,ح . سيمان‌ قائن‌,IRR1SGEN0103,20190430,1,سيمان‌ قائن‌,A,N2,NO,5,53 ,5394,400
44973596387994711,IRB3TB7701A1,TB771,TreasuryBill230109,TB77,اخزا902,اسنادخزانه-م2بودجه99-011019,IRB3TB7701A1,20220906,2,اسنادخزانه اسلامي-م2بودجه1399,A,I1,NO,4,69 ,6940,306
44986797317463049,IRO7SNOP0001,SNOP1,Novin cons. Inv,SNOP,وثنو,سرمايه گذاري ساختماني نوين,IRO7SNOP0002,20230819,4,سرمايه گذاري ساختماني نوين,A,P1,NO,7,56 ,5699,309
45042869458982253,IRB4SF520181,S52Q1,SOV.MNF52SP221109,SF52,افاد52,منفعت دولت5-ش.خاص سپهر0108,IRB4SF520188,20221212,2,منفعت دولت5-شرايط خاص سپهر,A,17,NO,4,69 ,6946,706
45050389997905274,IRO1VSIN0001,VSIN1,Sina Fin. Ins.,VSIN,وسینا,بانك سينا,IRO1VSIN0008,20230819,1,بانك سينا,A,N1,NO,3,57 ,5719,300
45062188442385800,IRO7FROP0001,FROP1,Firooza Co.,FROP,تفیرو,مهندسي فيروزا,IRO7FROP0003,20230819,4,مهندسي فيروزا,A,P1,NO,7,29 ,2915,309
45066064863062755,IRO7NZMP0001,NZMP1,Eng. Council,NZMP,ثنظام,س. ساختماني نظام مهندسي ايران,IRO7NZMP0005,20230819,4,س. ساختماني نظام مهندسي ايران,A,P1,NO,7,70 ,7010,309
45097391187425276,IRR1INFO0101,INFX1,Inf. Services-R,INFO,رانفورح,ح . خدمات‌انفورماتيك‌,IRR1INFO0104,20211009,1,خدمات‌انفورماتيك‌,A,N1,NO,3,72 ,7220,400
45104299259467366,IRR1OMID0101,OMIX1,Inv. Banking -R,OMID,امیدح,ح . تامين سرمايه اميد,IRR1OMID0107,20221217,1,تامين سرمايه اميد,A,N2,NO,5,67 ,6719,400
45114894022818184,IRR3IOMZ0101,IOMX1,MaadiranIndust-R,IOMZ,مادیراح,ح صنايع ماديران,IRR3IOMZ0109,20221030,2,صنايع ماديران,A,16,NO,3,26 ,2620,403
45118736321317244,IRO1JHRM0001,JHRM1,Power Gen. Jarom,JHRM,بجهرم,توسعه مولد نيروگاهي جهرم,IRO1JHRM0007,20171211,1,توسعه مولد نيروگاهي جهرم,A,N2,NO,5,40 ,4010,300
45174198424472334,IRO1RSAP0001,RSAP1,S*Rayan Saipa,RSAP,ولساپا,ليزينگ رايان‌ سايپا,IRO1RSAP0000,20230819,1,ليزينگ رايان‌ سايپا,A,N1,NO,1,58 ,5891,300
45196773570387202,IRB3EMSZ9531,EMSQ1,Ejare Maskan Co,EMSZ,صسکن,اجاره مسكن سه ماهه 20 درصد,IRB3EMSZ9534,20140721,2,اجاره مسكن سه ماهه 20 درصد,A,Z1,NO,4,69 ,6910,306
45205530868811305,IRT3SGAF0001,SGAF1,Ganjine Roshan ETF,SGAF,صایند,صندوق س. گنجينه آينده روشن-د,IRT3SGAF0002,20230702,2,صندوق س. گنجينه آينده روشن-د,A,1A,NO,4,68 ,6812,305
45228787423326286,IRR7NLTP0101,NLTX1,Nilou Tile-R,NLTP,کنیلوح,ح . كاشي نيلو,IRR7NLTP0106,20200930,4,كاشي نيلو,A,L1,NO,7,49 ,4993,404
45231878301843366,IRR1PRDZ0101,PRDX1,Pardis Petr. -R,PRDZ,شپدیسح,ح. پتروشيمي پرديس,IRR1PRDZ0100,20171213,1,پتروشيمي پرديس,A,N1,NO,3,44 ,4412,400
45264574287939155,IRO3ZF450001,ZF451,Behesht Pars,ZF45,پذیره-بهشت,پذيره- آينده سازان بهشت پارس,IRO3ZF450001,20180721,2,آينده سازان بهشت پارس,A,Z1,NO,5,01 ,0111,303
45274536193671801,IRB3W0050231,W0051,PCC Shahr20230621,W005,گام020361,گواهي اعتبار مولد شهر0203,IRB3W0050230,20230607,2,گواهي اعتبار مولد شهر0203,A,17,NO,4,69 ,6922,306
45284437689973094,IRB3DO0206A1,DO021,Domino IJR 271224,DO02,دومینو06,اجاره دومينو14061003,IRB3DO0206A5,20230607,2,لبنيات و بستني دومينو0610,A,17,NO,4,69 ,6910,306
45284811973404357,IRT3ARIF0001,ARIF1,Aria ETF,ARIF,یارا,صندوق س. آريا-د,IRT3ARIF0001,20230702,2,ص.س.درآمد ثابت آريا,A,1A,NO,4,68 ,6812,305
45353549301778828,IRB3TB700151,TB701,TreasuryBill220725,TB70,اخزا816,اسنادخزانه-م16بودجه98-010503,IRB3TB700156,20220906,2,اسنادخزانه اسلامي-م16بودجه1398,A,I1,NO,4,69 ,6940,306
45353845483523901,IRO1KYAN0001,KYAN1,Kian Capital Mng.,KYAN,کیانا,گروه مالي كيان,IRO1KYAN0001,20230819,1,گروه مالي كيان,A,N2,NO,5,56 ,5699,300
45358789705522696,IRO3ZF260001,ZF261,Pira Hafari Co.,ZF26,پیراحفاری,پيرا حفاري ايران,IRO3ZF260004,20180721,2,پيرا حفاري ايران,A,Z1,NO,5,11 ,1120,303
45388698547770204,IRXZXICM0006,XICM6,IFB Inform&Communi,IDXS,اطلاعات وارتباطات6,اطلاعات و ارتباطات فرابورس,IRXZXICM0000,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
45392752356003555,IRO3STIZ0001,STIZ1,Saba Tamin Inv.,STIZ,صبا,سرمايه گذاري صبا تامين,IRO3STIZ0006,20230819,2,سرمايه گذاري صبا تامين,A,Z1,NO,3,56 ,5699,303
45446499784751546,IRO3ZF120001,ZF121,Rikhtegari Co.,ZF12,ریخته گری تبریز,ريخته گري ماشين سازي تبريز,IRO3ZF120000,20180721,2,ريخته گري ماشين سازي تبريز,A,Z1,NO,5,34 ,3430,303
45452221088910484,IRT1AGHI0001,AGHI1,Aghigh ETF,AGHI,عقیق,صندوق سرمايه گذاري عقيق-سهام,IRT1AGHI0004,20230227,1,صندوق سرمايه گذاري عقيق-سهام,A,51,NO,4,68 ,6811,305
45452485689363029,IRO7MLIP0001,MLIP1,MiddleEast LifeINS,MLIP,بخاور,بيمه زندگي خاورميانه,IRO7MLIP0008,20200606,4,بيمه زندگي خاورميانه,A,P1,NO,7,66 ,6601,309
45499529346655932,IRO7TSNP0001,TSNP1,Tasnim Noush Co,TSNP,غسنیم,فراورده هاي نوشيدني تسنيم نوش,IRO7TSNP0007,20131214,2,فراورده هاي نوشيدني تسنيم نوش,A,C1,NO,7,42 ,4253,309
45502027787448135,IRO7CPCP0001,CPCP1,Caspian Credit,CPCP,وکاسپی,اعتباري كاسپين,IRO7CPCP0002,20230819,4,اعتباري كاسپين,A,L1,NO,7,65 ,6519,309
45507655586782998,IRO3SJSZ0001,SJSZ1,Sirjan Jahan Steel,SJSZ,فجهان,مجتمع جهان فولاد سيرجان,IRO3SJSZ0006,20230819,2,مجتمع جهان فولاد سيرجان,A,1Z,NO,1,27 ,2710,303
45518744711972166,IRO3GHPZ0001,GHPZ1,E. Azar. Pegah,GHPZ,غپآذر,شير پگاه آذربايجان شرقي,IRO3GHPZ0005,20230819,2,شير پگاه آذربايجان شرقي,A,1Z,NO,1,42 ,4220,303
45519261544951819,IRO1SPID0001,SPID1,Sepid Makian Co.,SPID,سپید,سپيد ماكيان,IRO1SPID0008,20230819,1,سپيد ماكيان,A,N1,NO,3,01 ,0141,300
45566344029115339,IRR7IAGM0101,IAGX1,Iran Argham-R,IAGM,مرقامح,ح . ايران ارقام,IRR7IAGM0104,20230220,4,ايران ارقام,A,P1,NO,7,72 ,7220,404
45608932669358493,IRO7ITLP0001,ITLP1,Italran,ITLP,کایتا,ايتالران‌,IRO7ITLP0001,20230819,4,ايتالران‌,A,P1,NO,7,54 ,5495,309
45610346669704832,IRO1COLR0001,COLR1,Iran Air-Cond.,COLR,لکولر,شركت‌ كولر گازي‌ ايران‌,IRO1COLR0006,20081126,1,شركت‌ كولر گازي‌ ايران,A,N4,NO,4,29 ,2919,300
45641540066710190,IRO7KMOP0001,KMOP1,Iran Tele Fact.,KMOP,لکما,كارخانجات‌مخابراتي‌ايران‌,IRO7KMOP0001,20230819,4,كارخانجات‌مخابراتي‌ايران‌,A,P1,NO,7,32 ,3220,309
45709267601703167,IRO1KMSH0001,KMSH1,Mashad Carton,KMSH,چکارم,كارتن‌ مشهد,IRO1KMSH0003,20120523,1,كارتن‌ مشهد,A,N2,NO,5,21 ,2102,300
45727447257267582,IRR1ALVN0101,ALVX1,Alvand Tile-R,ALVN,کلوندح,ح . كاشي‌ الوند,IRR1ALVN0105,20171213,1,كاشي‌ الوند,A,N2,NO,5,49 ,4993,400
45728383369147894,IRT1FAYF0001,FAYF1,Amin Yekom ETF,FAYF,امین یکم,صندوق درآمد ثابت امين يكم فردا,IRT1FAYF0007,20230227,1,صندوق درآمد ثابت امين يكم فردا,A,H1,NO,4,68 ,6812,305
45736528102248622,IRR7HFZP0101,HFZX1,Hafez Ins.-R,HFZP,وحافظح,ح . بيمه حافظ,IRR7HFZP0104,20220412,4,بيمه حافظ,A,P1,NO,7,66 ,6603,404
45747858932368314,IRB3TB620081,TB621,TreasuryBill211108,TB62,اخزا808,اسنادخزانه-م8بودجه98-000817,IRB3TB620081,20191204,2,اسنادخزانه اسلامي-م8بودجه1398,A,I1,NO,4,69 ,6940,306
45759054507068728,IRR1MGHI0101,MGHX1,Iran Insulator-R,MGHI,کمقرهح,ح . مقره‌ سازي‌ ايران‌,IRR1MGHI0103,20081126,1,مقره‌ سازي‌ ايران‌,A,N4,NO,4,54 ,5491,400
45768538238520265,IRR1MKBT0101,MKBX1,Iran Tele Co.-R,MKBT,اخابرح,ح . مخابرات ايران,IRR1MKBT0100,20171213,1,مخابرات ايران,A,N1,NO,1,64 ,6420,400
45773033191005647,IRR7ESLP0101,ESLX1,Esteghlal-R,ESLP,استقلالح,ح . استقلال,IRR7ESLP0108,20220530,4,فرهنگي ورزشي استقلال ايران,A,19,NO,7,93 ,9312,404
45801323230963889,IRR1ALPS0101,ALPX1,Pars Aluminum-R,ALPS,فپارسح,ح . آلومينيم‌ پارس‌,IRR1ALPS0108,20090716,1,آلومينيم‌ پارس‌,A,N2,NO,5,27 ,2720,400
45851925911348490,IRR1GAZL0101,GAZX1,Gazlouleh-R,GAZL,پلولهح,ح . گازلوله‌,IRR1GAZL0100,20100411,1,گازلوله‌,A,N2,NO,5,25 ,2520,400
45893661131576391,IRB3TB1997A1,TB191,TreasuryBill181231,TB19,اخزا607,اسنادخزانه-م7بودجه96-971010,IRB3TB1997A1,20180721,2,اسنادخزانه-م7بودجه96-971010,A,I1,NO,4,69 ,6940,306
45895339414786358,IRO1RINM0001,RINM1,Mashad Wheel,RINM,خرینگ,رينگ‌سازي‌مشهد,IRO1RINM0000,20230819,1,رينگ‌سازي‌مشهد,A,N2,NO,5,34 ,3430,300
45965089771355124,IRR1COPI0101,COPX1,Iran Compressor-R,COPI,تکمانح,ح . كمپرسورسازي‌ ايران‌,IRR1COPI0105,20081126,1,كمپرسورسازي‌ ايران‌,A,N4,NO,4,29 ,2930,400
45980043042930264,IRB3ST0195A1,ST011,TreasuryBill170108,ST01,سخا1,اسناد خزانه اسلامي ك.مدت951019,IRB3ST0195A7,20170304,2,اسناد خزانه اسلامي ك.مدت951019,A,I1,NO,4,69 ,6944,306
45991797190214892,IRO7AFRP0001,AFRP1,Arzesh Afarinan,AFRP,وآفر,سرمايه گذاري ارزش آفرينان,IRO7AFRP0009,20230819,4, سرمايه گذاري ارزش آفرينان,A,P1,NO,7,56 ,5699,309
45999574847696947,IRX6XOCI0006,XOCI6,OTC Overall Index,IDXS,شاخص کل فرابورس6,شاخص كل فرابورس,IRX6XOCI0009,20111113,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
46021097578325562,IRXZXEGS0006,XEGS6,IFB Elec.Gas.Steam,IDXS,برق،گاز،بخار6,تامين برق،گاز،بخاروآب گرم فرا,IRXZXEGS0004,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
46023027311928862,IRR1DRKH0101,DRKX1,Derakhshan Teh.-R,DRKH,پدرخشح,ح . درخشان‌ تهران‌,IRR1DRKH0107,20171213,1,درخشان‌ تهران‌,A,N2,NO,5,25 ,2520,400
46035314754119963,IRR1KMOA0101,KMOX1,Iran Tele Fact.-R,KMOA,لکماح,ح . كارخانجات‌مخابراتي‌ايران‌,IRR1KMOA0106,20100411,1,كارخانجات‌مخابراتي‌ايران‌,A,N2,NO,5,32 ,3220,400
46040565219046822,IRB3MJDZ9561,MJDQ1,Majd,MJDZ,مجد2,مشاركت مجد سه ماهه 20 درصد,IRB3MJDZ9569,20140721,2,مشاركت مجد سه ماهه 20 درصد,A,Z1,NO,4,69 ,6923,306
46052543236360331,IRR1SPDZ0101,SPDX1,Saipa Diesel-R,SPDZ,خکاوهح,ح . سايپا ديزل‌,IRR1SPDZ0109,20171213,1,سايپا ديزل‌,A,N2,NO,5,34 ,3410,400
46069620491073195,IRO6MSKZ4011,MZ401,Mortgage Right1401,MSKZ,تسه1401,امتيازتسهيلات مسكن سال1401,IRO6MSKZ4016,20230717,2,بانك مسكن,A,M1,NO,4,59 ,5910,307
46076374819966521,IRB4SO200681,O20Q1,SOV.GMR119SP271102,SO20,اراد119,مرابحه عام دولت119-ش.خ060811	,IRB4SO200681,20230607,2,مرابحه عام دولت119-ش.خاص0608,A,17,NO,4,69 ,6945,706
46167643644457680,IRR1GTSH0101,GTSX1,Goltash-R,GTSH,شگلح,ح . گلتاش‌,IRR1GTSH0104,20211206,1,گلتاش‌,A,N1,NO,3,44 ,4424,400
46178280540110577,IRO1BFJR0001,BFJR1,Fajr E.Persia Gulf,BFJR,بفجر,فجر انرژي خليج فارس,IRO1BFJR0002,20230819,1,فجر انرژي خليج فارس,A,N2,NO,5,40 ,4011,300
46203760288181283,IRB4SG840361,G84Q1,SOV.GMR84.SP240914,SG84,اراد84,مرابحه عام دولت84-ش.خ030624,IRB4SG840361,20230607,2,مرابحه عام دولت84-ش.خاص0306,A,17,NO,4,69 ,6945,706
46247216629420121,IRO3Z0620001,Z0621,Baran Life INS,Z062,باران-پذیره,بيمه زندگي باران50%تاديه-پذيره,IRO3Z0620006,20210815,2,بيمه زندگي باران50%تاديه-پذيره,A,Z1,NO,5,66 ,6601,303
46259829470039383,IRO3Z0760001,Z0761,Hosh. Farda Insur.,Z076,وفردا,بيمه هوشمند فردا 50% تاديه,IRO3Z0760000,20211212,2,بيمه هوشمند فردا 50% تاديه,A,Z1,NO,5,66 ,6603,303
46262771961973371,IRR1BDAN0101,BDAX1,Dana Insurance-R,BDAN,داناح,ح . بيمه دانا,IRR1BDAN0109,20230114,1,بيمه دانا,A,N1,NO,3,66 ,6603,400
46270513972980340,IRR1TGOS0101,TGOX1,Toosgostar Inv.-R,TGOS,وتوسح,ح . توسعه‌شهري‌توس‌گستر,IRR1TGOS0105,20191014,1,توسعه‌شهري‌توس‌گستر,A,N1,NO,3,70 ,7099,400
46305227678799659,IRO3MSZ89121,MK061,Bank Maskan,MSKZ,تسه8912,امتياز تسهيلات مسكن اسفند 89,IRO3MSZ89124,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
46342955726788357,IRX6XSLC0006,XSLC6,Top 50 Index,IDXS,شاخص50شرکت فعالتر6,شاخص50شركت فعالتر,IRX6XSLC0000,20171213,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
46348559193224090,IRO1FOLD0001,FOLD1,S*Mobarakeh Steel,FOLD,فولاد,فولاد مباركه اصفهان,IRO1FOLD0009,20230819,1,فولاد مباركه اصفهان,A,N1,NO,1,27 ,2710,300
46421289433573534,IRB3EKPZ9751,EKPQ1,Perspolis Tile,EKPZ,صکاشی,اجاره كاشي پرسپوليس يزد3ماهه20,IRB3EKPZ9752,20180721,2,اجاره كاشي پرسپوليس يزد3ماهه20,A,Z1,NO,4,69 ,6910,306
46428732946520536,IRB3TB459871,TB451,TreasuryBill191014,TB45,اخزا714,اسنادخزانه-م14بودجه97-980722,IRB3TB459878,20190112,2,اسنادخزانه اسلامي-م14بودجه1397,A,I1,NO,4,69 ,6940,306
46435139220938109,IRB3BK0199C1,BK1Q1,BG.KaraneMRB210312,BK01,کرانه99,مرابحه بنا گستر كرانه991222,IRB3BK0199C0,20221212,2,مرابحه بنا گستر كرانه991222,A,17,NO,4,69 ,6911,306
46528981755590638,IRR7PDRP0101,PDXX1,Darab Petro.-R,PDRP,دارابح,ح.پتروشيمي داراب,IRR7PDRP0106,20230319,4,پتروشيمي داراب,A,16,NO,7,44 ,4411,404
46629374720083542,IRR1NIRO0101,NIRX1,Nirou Trans-R,NIRO,بنیروح,ح . نيروترانس‌,IRR1NIRO0100,20171226,1,نيروترانس‌,A,N1,NO,3,31 ,3110,400
46661780956927518,IRR1JSHO0101,JSHX1,Iran Weld & Ox.-R,JSHO,فجوشح,ح . جوش‌ و اكسيژن‌ ايران‌,IRR1JSHO0106,20100411,1,جوش‌ و اكسيژن‌ ايران‌,A,N2,NO,5,28 ,2899,400
46700660505281786,IRTKLOTF0001,LOTF1,Lotus Gold Com.ETF,LOTF,طلا,صندوق س.پشتوانه طلاي لوتوس,IRTKLOTF0009,20230410,7,صندوق س.پشتوانه طلاي لوتوس,A,QS,NO,4,68 ,6811,380
46709361235396920,IRO3Z0320001,Z0321,Caspian Wood,Z032,چوب خزر,صنايع چوب خزر  كاسپين,IRO3Z0320003,20180721,2,صنايع چوب خزر  كاسپين,A,Z1,NO,5,20 ,2021,303
46741025610365786,IRO3IMFZ0001,IMFZ1,Cultur.Herit. Inv.,IMFZ,سمگا,گروه سرمايه گذاري ميراث فرهنگي,IRO3IMFZ0008,20230819,2,گروه سرمايه گذاري ميراث فرهنگي,A,1Z,NO,1,55 ,5510,303
46744493177068249,IRB3FA020651,FA021,Faran MRB 270801	,FA02,فاران06,مرابحه داروسازي فاران14060510,IRB3FA020651,20230801,2,مرابحه داروسازي فاران060510,A,17,NO,4,69 ,6911,306
46752599569017089,IRO1TRNS0001,TRNS1,S*Iran Transfo,TRNS,بترانس,ايران‌ ترانسفو,IRO1TRNS0001,20230819,1,ايران‌ ترانسفو,A,N1,NO,1,31 ,3110,300
46772701938567445,IRO3TKMZ0001,TKMZ1,Amin Company,TKMZ,اتکام,شركت بيمه اتكايي امين,IRO3TKMZ0008,20210814,2,شركت بيمه اتكايي امين,A,Z1,NO,3,66 ,6603,303
46773487536596471,IRB3TB520071,TB521,TreasuryBill211020,TB52,اخزا721,اسنادخزانه-م21بودجه97-000728,IRB3TB520075,20200526,2,اسنادخزانه اسلامي-م21بودجه1397,A,I1,NO,4,69 ,6940,306
46778692022402356,IRO1VASH0001,VASH1,Henkel Pakvash,VASH,شوش,هنكل‌ پاك‌ وش‌,IRO1VASH0004,20120310,1,هنكل‌ پاك‌ وش‌,A,N2,NO,5,44 ,4424,300
46784744534299861,IRB3TB990371,TB991,TreasuryBill241014,TB99,اخزا006,اسنادخزانه-م6بودجه00-030723,IRB3TB990377,20220906,2,اسنادخزانه اسلامي-م6بودجه1400,A,I1,NO,4,69 ,6940,306
46801030346547943,IRO3GPHP0001,GPHP1,Sh. Ghazi Pharmacy,GPHP,دقاضی,داروسازي شهيد قاضي,IRO3GPHP0007,20230819,2,داروسازي شهيد قاضي,A,Z1,NO,3,43 ,4323,303
46820237871803554,IRO1OS280001,OS281,Hormozgan Inv.,OS28,وسهرمز,شركت س استان هرمزگان,IRO1OS280002,20230819,1,شركت س استان هرمزگان,A,N2,NO,5,56 ,5699,300
46830341954511303,IRO7AYNP0001,AYNP1,S*Ayandeh Bank,AYNP,وآیند,بانك  آينده,IRO7AYNP0000,20230819,4,بانك  آينده,A,C1,NO,7,57 ,5719,309
46858597966426366,IRR1BAKH0101,BAKX1,Bakhtar Cable-R,BAKH,باخترح,ح . كابل‌ باختر,IRR1BAKH0108,20100411,1,كابل‌ باختر,A,N2,NO,5,31 ,3130,400
46878429508891351,IRO3NAKZ0001,NAKZ1,Nakhris,NAKZ,نخریس,نخريسي و نساجي خسروي خراسان,IRO3NAKZ0008,20230819,2,نخريسي و نساجي خسروي خراسان,A,Z1,NO,3,17 ,1711,303
46884498819696518,IRO1KASH0001,KASH1,Kashan Textural,KASH,نربکا,ريسندگي‌وبافندگي‌كاشان‌,IRO1KASH0007,20081126,1,ريسندگي‌وبافندگي‌كاشان‌,A,N4,NO,4,17 ,1711,300
46982154647719707,IRO1GBEH0001,GBEH1,Behshahr Group,GBEH,وصنا,گروه‌صنايع‌بهشهرايران‌,IRO1GBEH0008,20230819,1,‌گروه‌صنايع‌بهشهرايران‌,A,N1,NO,1,56 ,5699,300
47000136276505545,IRXWXOCI0106,WO106,IFB FreeFloatPrice,IDXS,شناورقیمت فرابورس6,آزاد شناورقيمت فرابورس,IRXWXOCI0100,20210825,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,70
47026464823464687,IRO1MEAZ0001,MEAZ1,Mehr Ayandegan,MEAZ,ومهان,گروه توسعه مالي مهرآيندگان,IRO1MEAZ0009,20230819,1,گروه توسعه مالي مهرآيندگان,A,N2,NO,5,56 ,5699,300
47041908051542008,IRT3KNIF0001,KNIF1,Kian Eqw Index ETF,KNIF,هم وزن,صندوق س. شاخصي كيان-س,IRT3KNIF0003,20220906,2,صندوق س. شاخصي(هم وزن) كيان,A,T1,NO,4,68 ,6811,305
47101579271117172,IRT3MEYF0001,MEYF1,Ganjineh ETF,MEYF,گنجینه,صندوق س. گنجينه داريوش-د,IRT3MEYF0002,20230702,2,صندوق س. گنجينه داريوش-د,A,1A,NO,4,68 ,6812,305
47125023640770480,IRT3FF010001,FF011,Sanam FOF,FF01,صنم,ص.س.صندوق در صندوق صنم,IRT3FF010006,20220906,2,ص.س.صندوق در صندوق صنم,A,T1,NO,4,68 ,6817,305
47134988689244518,IRR1ABGN0101,ABGX1,Abgineh-R,ABGN,کابگنح,ح . آبگينه‌,IRR1ABGN0106,20100411,1,آبگينه‌,A,N2,NO,5,54 ,5410,400
47210762212328025,IRB3MSM19741,MSMQ1,Mobarake Steal MBH,MSM1,فولاد97,مرابحه فولاد مباركه 970429,IRB3MSM19744,20180721,2,مرابحه فولاد مباركه 970429,A,Z1,NO,4,69 ,6911,306
47232550823972469,IRO1TOKA0001,TOKA1,Tukafoolad Inv.,TOKA,وتوکا,سرمايه‌گذاري‌توكافولاد(هلدينگ,IRO1TOKA0007,20230819,1,سرمايه‌گذاري‌توكافولاد(هلدينگ‌,A,N1,NO,1,27 ,2799,300
47233872677452574,IRX6X74T0006,X74T6,Index Group 74,IDXS,74-فنی مهندسی6,74-فني مهندسي,IRX6X74T0009,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
47245955682789926,IRO3MSZ96021,MK801,Mortgage Right9602,MSKZ,تسه9602,امتياز تسهيلات مسکن ارديبهشت96,IRO3MSZ96020,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
47302318535715632,IRO1NOVN0001,NOVN1,S*EN Bank,NOVN,ونوین,بانك‌اقتصادنوين‌,IRO1NOVN0005,20230819,1,بانك‌اقتصادنوين‌,A,N2,NO,5,57 ,5719,300
47333458678352378,IRO1BKHZ0001,BKHZ1,Bank of M.E.,BKHZ,وخاور,بانك خاورميانه,IRO1BKHZ0007,20230819,1,بانك خاورميانه,A,N2,NO,5,57 ,5719,300
47348197320716810,IRO3DSNZ0001,DSNZ1,Ankolojy Sobhan,DSNZ,دسانکو,داروسازي سبحان انكولوژي,IRO3DSNZ0007,20230819,2,داروسازي سبحان انكولوژي,A,1Z,NO,1,43 ,4323,303
47362853625306007,IRO1OS110001,OS111,Khorasan Shomali I,OS11,وسخراش,شركت س استان خراسان شمالي,IRO1OS110001,20230819,1,شركت س استان خراسان شمالي,A,N2,NO,5,56 ,5699,300
47377315952751604,IRO1SWIC0001,SWIC1,Pars Switch,SWIC,بسویچ,پارس‌سويچ‌,IRO1SWIC0000,20230820,1,پارس‌سويچ‌,A,N2,NO,5,31 ,3120,300
